Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude
My Paratha,North Indian,200," Marathahalli, Bangalore",3.7,14.0,3.9,155.0,https://www.zomato.com/bangalore/my-paratha-marathahalli-bangalore,"02, 2nd Cross, Kaverappa Layout, Panathur, Marathahalli, Bangalore",9.18E+11,12.93662578,77.70070139
Andhra Bites,"Andhra, Chinese, Arabian, North Indian",450," Electronic City, Bangalore",3.7,16.0,3.9,23.0,https://www.zomato.com/bangalore/andhra-bites-1-electronic-city-bangalore,"185, Chikkathogur Road, Pragathi Naga, Chikkathogur Village, Electronic City, Bangalore",9.20E+11,12.862158,77.654519
Shanthi's Kitchen,South Indian,100," Marathahalli, Bangalore",3.7,19.0,3.9,6.0,https://www.zomato.com/bangalore/shanthis-kitchen-2-marathahalli-bangalore,"45, SGR Dental College Road, Marathahalli, Bangalore",9.19E+11,12.95000715,77.70080633
Sera's Cuisine,"South Indian, Biryani, Fast Food",250," Koramangala 8th Block, Bangalore",3.7,14.0,3.9,50.0,https://www.zomato.com/bangalore/seras-cuisine-koramangala-8th-block-bangalore,"3, 150/9, First Floor, 1st B Main Road, Koramangala 8th Block, Bangalore",9.20E+11,12.9403728,77.6182929
Chokhi Chai,"Mithai, Street Food",300," BTM, Bangalore",3.7,11.0,3.7,42.0,https://www.zomato.com/bangalore/chokhi-chai-btm-bangalore,"69/16, 1st Cross, Tavarkere Bus Stop, BTM Layout, B.B.M.P South, BTM, Bangalore",9.18E+11,12.922251,77.610552
Aadvik's Kitchen,"Chinese, North Indian, South Indian",300," Bommanahalli, Bangalore",3.7,16.0,3.6,14.0,https://www.zomato.com/bangalore/aadviks-kitchen-bommanahalli-bangalore,"47/3, Subha Laxmi Complex, Kadlu Main Road, Bommanahalli, Bangalore",9.20E+11,12.89029191,77.64593337
Shapana Dhaba,"North Indian, Chinese",400," Bommanahalli, Bangalore",3.7,18.0,3.3,89.0,https://www.zomato.com/bangalore/shapana-dhaba-bommanahalli-bangalore,"NGR Layout, Near HDFC Atm, Roopa Nagar, Bommanahalli, Bangalore",9.19E+11,12.916823,77.605161
Khamoshh,North Indian,400," Varthur Main Road, Whitefield, Bangalore",3.7,17.0,3.8,17.0,https://www.zomato.com/bangalore/khamoshh-varthur-main-road-whitefield-bangalore,"Flat 203, Shri Sai Lake Ville, Balagere, Varthur Main Road, Whitefield, Bangalore",9.19E+11,12.94690955,77.71460194
Sreenidhi Family Restaurant ,"Chinese, North Indian, Mughlai, Seafood",600," CV Raman Nagar, Bangalore",3.7,15.0,3.4,23.0,https://www.zomato.com/bangalore/sreenidhi-family-restaurant-cv-raman-nagar-bangalore,"178/3, GM Palya Main Road, CV Raman Nagar, Bangalore",9.18E+11,12.97520735,77.66633056
I Love My Breakfast,"Street Food, Fast Food, Beverages",200," Whitefield, Bangalore",3.7,13.0,4.0,87.0,https://www.zomato.com/bangalore/i-love-my-breakfast-whitefield-bangalore,"102, 3rd Cross, 2nd Stage, Ashraya Layout, Garudachar Palya, Mahadevapura, Whitefield, Bangalore",9.18E+11,12.983204,77.706052
The Culinarian,"Asian, Chinese, Desserts, Biryani",600," Hennur, Bangalore",3.7,11.0,3.1,0.0,https://www.zomato.com/bangalore/the-culinarian-1-hennur-bangalore,"30, K. Narayananpura Cross Road, Kothanur, Hennur, Bangalore",9.16E+11,13.05590736,77.64476191
Mirchi Malabari,"South Indian, North Indian, Kerala, Biryani",400," Electronic City, Bangalore",3.7,19.0,3.9,26.0,https://www.zomato.com/bangalore/mirchi-malabari-2-electronic-city-bangalore,"KVS Plaza, 1st Floor, 2nd Cross Road, Phase 1, Electronic City, Bangalore",9.19E+11,12.84416225,77.66561811
Xpress Chai,"Tea, Beverages, Fast Food",300," Koramangala 5th Block, Bangalore",3.7,11.0,3.6,56.0,https://www.zomato.com/bangalore/xpress-chai-koramangala-5th-block-bangalore,"130, 17th H Main Road, KHB Colony, Koramangala 5th Block, Bangalore",9.20E+11,12.93472007,77.61680424
Sri Sai Juice Bangarpet Chats,"Beverages, Street Food",200," Yelahanka, Bangalore",3.7,16.0,4.1,0.0,https://www.zomato.com/bangalore/sri-sai-juice-bangarpet-chats-yelahanka,"291, 15th A Sector, New Town, Yelahanka, Bangalore",9.19E+11,13.09342505,77.58282635
Chinese Bowl,"Chinese, Thai",300," HBR Layout, Bangalore",3.7,6.0,3.9,19.0,https://www.zomato.com/bangalore/chinese-bowl-hbr-layout-bangalore,"240, Opposite Ganesha Temple, Hennur Bande Bus Stop, Kalyan Nagar Post, HBR Layout, Bangalore",9.20E+11,13.036906,77.640812
Spices - The Taste of Hyderabad,"North Indian, Chinese",350," RT Nagar, Bangalore",3.7,11.0,3.7,85.0,https://www.zomato.com/bangalore/spices-the-taste-of-hyderabad-rt-nagar-bangalore,"32-A, 2nd Cross, Seethappa Layout, Manorayanatalya, Sulthanpalya, Near Ganesha Temple, RT Nagar, Bangalore",9.18E+11,13.03033743,77.60123033
Barrack 'O' Biriyani,"Biryani, Kebab",300," Electronic City, Bangalore",3.7,8.0,3.2,88.0,https://www.zomato.com/bangalore/barrack-o-biriyani-1-electronic-city-bangalore,"14/1, Chikkanagamangala, Near Fruit Market Road, Electronic City, Bangalore",9.20E+11,12.846472,77.682516
Fujian Express,"Thai, Chinese",600," Jakkur, Bangalore",3.7,5.0,3.1,110.0,https://www.zomato.com/bangalore/fujian-express-jakkur-bangalore,"Shop 3, Building 8, Near Lulu Super Market, Thanisandra Main Road, Thirumenahalli, Jakkur, Bangalore",9.17E+11,13.089144,77.635394
Chicken World,"North Indian, Chinese, Fast Food, Beverages",500," Hesaraghatta, Bangalore",3.7,12.0,3.7,289.0,https://www.zomato.com/bangalore/chicken-world-1-hesaraghatta-bangalore,"Acharya Cottage, Soladevanahalli, Achutha Nagar, Hesaraghatta, Bangalore",9.18E+11,13.08966371,77.48613607
Bake N Joy,"Bakery, Desserts, Beverages, Fast Food",250," Kammanahalli, Bangalore",3.7,12.0,3.6,15.0,https://www.zomato.com/bangalore/bake-n-joy-kammanahalli,"404, HRBR Layout, 3rd Block, Mariyappa Circle, Kammanahalli Main Road, Opposite Jala Vayu Vihar, Kammanahalli, Bangalore",9.19E+11,13.02278827,77.6370519
Halli Mane Food Court,South Indian,100," Frazer Town, Bangalore",3.7,13.0,3.7,0.0,https://www.zomato.com/bangalore/halli-mane-food-court-frazer-town,"Cantonment Railway Station, Frazer Town, Bangalore",9.20E+11,12.99324728,77.59826582
Biryani Magic,"Biryani, North Indian",550," Jakkur, Bangalore",3.7,14.0,3.3,53.0,https://www.zomato.com/bangalore/biryani-magic-jakkur-bangalore,"462/A, 1st Floor, Main Road, Rk Hegde Nagar, SRK Nagar Post, Jakkur, Bangalore",9.20E+11,13.070988,77.633719
Mr. Delicious,"Chinese, North Indian, Mughlai",400," Whitefield, Bangalore",3.7,12.0,2.9,19.0,https://www.zomato.com/bangalore/mr-delicious-whitefield-bangalore,"Shop-6, RR Sai Complex, Whitefield, Bangalore",9.20E+11,12.98873331,77.71848077
Sri Sai Durga 99 Variety Dosa,South Indian,250," HBR Layout, Bangalore",3.7,5.0,3.5,85.0,https://www.zomato.com/bangalore/sri-sai-durga-99-variety-dosa-hbr-layout-bangalore,"302, 3rd Cross, 1 Block, HBR Layout, Bangalore",9.18E+11,13.018304,77.653644
Siridhanya Upahara Darshini,South Indian,150," Frazer Town, Bangalore",3.7,8.0,3.7,6.0,https://www.zomato.com/bangalore/siridhanya-upahara-darshini-frazer-town-bangalore,"18, 1st Floor, Buddha Vihar Road, Frazer Town, Bangalore",9.19E+11,12.99565237,77.60822285
Hotel Shreekshetra,"North Indian, Chinese",300," Sarjapur Road, Bangalore",3.7,11.0,3.6,63.0,https://www.zomato.com/bangalore/hotel-shreekshetra-sarjapur-road,"75, Opposite St Peters School, Sarjapura Main Road, Sarjapur Road, Bangalore",9.19E+11,12.91327005,77.67876193
Spice Mystery,Fast Food,150," BTM, Bangalore",3.7,14.0,3.3,5.0,https://www.zomato.com/bangalore/spice-mystery-btm-bangalore,"5/9, 1st Main, Opposite Fitness Ministry, Maruti Nagar, Zuzuvadi, BTM, Bangalore",9.18E+11,12.92601,77.615448
Bhojana Restaurant,"North Indian, Chinese, Rolls",300," Whitefield, Bangalore",3.7,9.0,3.4,73.0,https://www.zomato.com/bangalore/bhojana-restaurant-whitefield-bangalore,"2nd Floor, Opposite Bharath Petrol Bunk, Rajapalya, Hoodi, Whitefield, Bangalore",9.16E+11,12.99078989,77.72157166
Bengaluru Tiffin's,South Indian,200," Vijay Nagar, Bangalore",3.7,8.0,3.7,87.0,https://www.zomato.com/bangalore/bengaluru-tiffins-vijay-nagar-bangalore,"137, Geology Layout, 60 Feet Road, Srigandhada Kavalu, Ward 129, Jnanabharathi, Vijay Nagar, Bangalore",9.20E+11,12.96866151,77.50029378
Bismilla Vaniyambadi Biriyani,"Biryani, Kerala, Chinese",250," Domlur, Bangalore",3.7,9.0,4.1,5.0,https://www.zomato.com/bangalore/bismilla-vaniyambadi-biriyani-1-domlur-bangalore,"765, Ground Floor, 1st Main Road, Domlur, Bangalore",9.20E+11,12.96032697,77.63740629
New Mathura Grand,"South Indian, North Indian, Chinese, Beverages, Juices",300," Majestic, Bangalore",3.7,9.0,3.8,41.0,https://www.zomato.com/bangalore/new-mathura-grand-majestic-bangalore,"Hotel Kanishka, 2, 2nd Main Road, Gandhi Nagar, Majestic, Bangalore",9.16E+11,12.97843691,77.57952858
Tasty Corner,South Indian,200," New BEL Road, Bangalore",3.7,14.0,3.7,0.0,https://www.zomato.com/bangalore/tasty-corner-new-bel-road,"1st Main, 1st Cross, MS Ramaiah Nagar, New BEL Road, Bangalore",9.19E+11,13.03211828,77.56718472
Single Teas,"Beverages, North Indian",200," Bannerghatta Road, Bangalore",3.7,9.0,3.8,0.0,https://www.zomato.com/bangalore/single-teas-bannerghatta-road-bangalore,"139/1, 2A-1, Aarthi, 1st Main Road, Sarvabhoumanagar, Bilekahalli, Bannerghatta Road, Bangalore",9.17E+11,12.89198094,77.60148849
Mandya Gowdru Hotel,South Indian,300," Brookefield, Bangalore",3.7,9.0,3.9,14.0,https://www.zomato.com/bangalore/mandya-gowdru-hotel-brookefield-bangalore,"418/37/1, ITPL Main Road, Near HDFC Bank, Brookefield, Bangalore",9.20E+11,12.95919515,77.71632392
Naga's,"Andhra, Biryani, North Indian",400," Jakkur, Bangalore",3.7,4.0,2.9,119.0,https://www.zomato.com/bangalore/nagas-1-jakkur-bangalore,"Shop 3, Building 8, Thirumenahalli, Thanisandra Main Road, Opposite Haj Bhavan, Jakkur, Bangalore",9.20E+11,13.08959,77.635422
Lassi And Juice,"Beverages, Ice Cream, Juices, Desserts",200," Shivajinagar, Bangalore",3.7,10.0,4.3,0.0,https://www.zomato.com/bangalore/lassi-and-juice-shivajinagar-bangalore,"2, HKP Road, Shivajinagar, Bangalore",9.19E+11,12.98550946,77.6054528
Chai Era,"Tea, Beverages, Fast Food",200," Kadubeesanahalli, Bangalore",3.7,9.0,3.2,52.0,https://www.zomato.com/bangalore/chai-era-kadubeesanahalli-bangalore,"Cessna Business Park, Kaverappa Layout, Outer Ring Road, Kadubeesanahalli, Bangalore",9.20E+11,12.93568567,77.69493431
Basawa Hotel,South Indian,250," BTM, Bangalore",3.7,11.0,3.7,0.0,https://www.zomato.com/bangalore/basawa-hotel-btm,"402, 3rd Cross, 23rd Main, 2nd Stage, BTM, Bangalore",9.20E+11,12.91417625,77.61314236
301 Baker Street,"Fast Food, Italian, Beverages, Desserts",400," Residency Road, Bangalore",3.7,8.0,3.9,18.0,https://www.zomato.com/bangalore/301-baker-street-residency-road-bangalore,"11/1, Residency Road, Bangalore",9.20E+11,12.9685367,77.60127693
Veggie Planet Restaurant,"North Indian, Biryani, Fast Food",300," Indiranagar, Bangalore",3.7,5.0,4.2,9.0,https://www.zomato.com/bangalore/veggie-planet-restaurant-indiranagar-bangalore,"777/K, Nitin Elite Complex, 13th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",9.18E+11,12.9684978,77.6407888
Golden Paradise,"North Indian, Chinese",300," Whitefield, Bangalore",3.7,15.0,4.2,0.0,https://www.zomato.com/bangalore/golden-paradise-2-whitefield-bangalore,"3, Sri Chowdeshwari Complex, Hagadur Road, Near Sri Rama Temple, Immadihalli Main Road, Whitefield, Bangalore",9.19E+11,12.96812601,77.75599882
Rao Kebab Biryani House,"Biryani, North Indian, Maharashtrian",400," Rajajinagar, Bangalore",3.7,8.0,3.5,27.0,https://www.zomato.com/bangalore/rao-kebab-biryani-house-rajajinagar-bangalore,"1725, 1st F Main Road, 2nd Stage, D Block, Rajajinagar, Bangalore",9.19E+11,12.99844456,77.55467255
Crazy Hunger,"Fast Food, Chinese, Beverages",300," Thippasandra, Bangalore",3.7,11.0,3.4,51.0,https://www.zomato.com/bangalore/crazy-hunger-thippasandra-bangalore,"Shop 34, KNO, 597/78/34, 7TH Cross, Vignana Nagar, Thippasandra, Bangalore",9.19E+11,12.9747898,77.67872237
Phulka Ghar,North Indian,200," Koramangala 7th Block, Bangalore",3.7,7.0,3.3,23.0,https://www.zomato.com/bangalore/phulka-ghar-koramangala-7th-block-bangalore,"16, Krishnagar, SG Palya, Near Christ College, Koramangala 7th Block, Bangalore",9.18E+11,12.935462,77.607733
Aryans Kitchen,"South Indian, North Indian, Chinese",300," BTM, Bangalore",3.7,13.0,3.4,0.0,https://www.zomato.com/bangalore/aryans-kitchen-btm-bangalore,"16, 29th Main, 2nd Stage, BTM, Bangalore",9.16E+11,12.91299692,77.61482522
Caferia,"Fast Food, Street Food",200," Frazer Town, Bangalore",3.7,5.0,3.7,46.0,https://www.zomato.com/bangalore/caferia-frazer-town-bangalore,"#3, 3rd Main, Jaya Mahal Extension, Near Frazer Town, Bangalore",9.19E+11,13.00156961,77.59489026
Game Of Hungers,"North Indian, Chinese",300," Bellandur, Bangalore",3.7,13.0,3.9,0.0,https://www.zomato.com/bangalore/game-of-hungers-1-bellandur-bangalore,"402, Opposite Oceanus Ebony Apartment, Bellandur Main Road, Bellandur, Bangalore",9.18E+11,12.920203,77.676913
Dakkhan Bistro,"South Indian, Street Food, Beverages",250," Whitefield, Bangalore",3.7,8.0,4.0,5.0,https://www.zomato.com/bangalore/dakkhan-bistro-2-whitefield-bangalore,"Ground Floor, SAS Complex, Nallurahalli Road, Siddhapura, Near Abhaya Anjaniya Temple, Whitefield, Bangalore",9.19E+11,12.95874,77.732049
London Bubble Co.,"Desserts, Beverages",400," Sarjapur Road, Bangalore",3.7,9.0,3.9,18.0,https://www.zomato.com/bangalore/london-bubble-co-sarjapur-road-bangalore,"Shop 3, Hexagon Complex, Gunjur Main Road, Near Krupanidhi College, Chikkballendur, Carmelaram Pos, Sarjapur Road, Bangaloret",9.20E+11,12.91520043,77.71756478
Nagsuu,Chinese,200," Seshadripuram, Bangalore",3.7,12.0,4.0,1.0,https://www.zomato.com/bangalore/nagsuu-seshadripuram-bangalore,"36, 1 NS Iyengar Street, 4th Block, Kumara Park West, Sampangiram Nagar, Seshadripuram, Bangalore",9.16E+11,12.98946119,77.5758288
Vetha Kitchen,"South Indian, Chinese, Fast Food, Beverages",250," Rammurthy Nagar, Bangalore",3.7,8.0,3.9,51.0,https://www.zomato.com/bangalore/vetha-kitchen-rammurthy-nagar-bangalore,"Devki Apparao Layout, Rammurthy Nagar, Bangalore",9.18E+11,13.01177916,77.6732292
Deli Counter - Gateway Hotel,"Bakery, Desserts",500," The Gateway Hotel, Residency Road, Bangalore",3.7,6.0,3.5,0.0,https://www.zomato.com/bangalore/deli-counter-gateway-hotel-residency-road,"Gateway Hotel, 66, Residency Road, Bangalore",9.18E+11,12.97240346,77.60864597
Bombay Kulfis,"Desserts, Ice Cream",200," HSR, Bangalore",3.7,6.0,3.9,47.0,https://www.zomato.com/bangalore/bombay-kulfis-hsr-bangalore,"120/4, Halur Main Road, Phase 3, HSR Layout, BBMP South, HSR, Bangalore",9.20E+11,12.8987922,77.65834797
Hot Pot Cafe,"Chinese, Fast Food",400," Yelahanka, Bangalore",3.7,5.0,3.8,43.0,https://www.zomato.com/bangalore/hot-pot-cafe-yelahanka-bangalore,"7, SLV Complex, BSF Circle, Baglur Cross Road, Yelahanka, Bangalore",9.19E+11,13.12239474,77.63019685
Aromaa Bowl,"Chinese, North Indian, Fast Food, Seafood, Mughlai",400," Marathahalli, Bangalore",3.7,8.0,3.6,26.0,https://www.zomato.com/bangalore/aromaa-bowl-marathahalli-bangalore,"Near Big Bazaar, Kundalahalli Gate, Marathahalli, Bangalore",9.16E+11,12.95753794,77.71517996
The Lassi Junction,"Beverages, Fast Food, Ice Cream",250," Kammanahalli, Bangalore",3.7,14.0,4.0,3.0,https://www.zomato.com/bangalore/the-lassi-junction-kammanahalli-bangalore,"62, Nehru Road, Kammanahalli, Bangalore",9.19E+11,13.01476554,77.63408471
Dumbo's Kitchen,Chinese,200," Bommanahalli, Bangalore",3.7,11.0,4.0,0.0,https://www.zomato.com/bangalore/dumbos-kitchen-bommanahalli-bangalore,"22, A Block, AECS Layout, Singasandra, Bommanahalli, Bangalore",9.20E+11,12.88180047,77.64770094
Nandhi Delicious Food Center,"South Indian, Chinese",300," Ulsoor, Bangalore",3.7,7.0,3.0,64.0,https://www.zomato.com/bangalore/nandhi-delicious-food-center-ulsoor-bangalore,"35/3, Kaliamma Temple Street, Ulsoor, Bangalore",9.19E+11,12.97404946,77.62252338
Juicy Bites Cafe,"Fast Food, Sandwich, Beverages",200," Jayanagar, Bangalore",3.7,10.0,3.9,4.0,https://www.zomato.com/bangalore/juicy-bites-cafe-jayanagar-bangalore,"539, 5 Block, 38 Cross Road, 10 Main Road, Jayanagar, Bangalore",9.16E+11,12.92176368,77.58512769
Ambur Hot Dum Biriyani,"Biryani, South Indian",200," Banaswadi, Bangalore",3.7,7.0,3.3,0.0,https://www.zomato.com/bangalore/ambur-hot-dum-biriyani-banaswadi-bangalore,"46, Subbayapalaya, Banaswadi Main Road, Bangalore",9.18E+11,13.00723746,77.64069568
Holly Pipe Cafe,"Cafe, Beverages, Fast Food",400," Yelahanka, Bangalore",3.7,5.0,3.7,130.0,https://www.zomato.com/bangalore/holly-pipe-cafe-yelahanka-bangalore,"37/38/39, RR Krupa Complex, Near Reya Collage Circle, Yelahanka, Bangalore",9.20E+11,13.122209,77.630094
K Kitchen,"Street Food, North Indian",200," Kanakapura Road, Bangalore",3.7,8.0,4.3,0.0,https://www.zomato.com/bangalore/k-kitchen-1-kanakapura-road-bangalore,"Near SBI ATM, Udipalya, Kanakapura Road, Bangalore",9.17E+11,12.82188426,77.51457453
The Cafe Aside,"Cafe, Fast Food, Beverages",400," Whitefield, Bangalore",3.7,5.0,4.2,0.0,https://www.zomato.com/bangalore/the-cafe-aside-1-whitefield-bangalore,"Sai Gardens, Seegehalli, Krishnarajapura, Whitefield, Bangalore",9.19E+11,13.010127,77.758939
Urban Theory,"North Indian, Chinese",450," Sarjapur Road, Bangalore",3.7,8.0,4.3,2.0,https://www.zomato.com/bangalore/urban-theory-1-sarjapur-road-bangalore,"Site 1, John's Plaza, TTD Layout, Chikkabellandur Gunjur Palya, Sarjapur Road, Bangalore",9.19E+11,12.915463,77.717262
Jack & Jo Resto,"North Indian, Chinese, Biryani, Chettinad",400," Marathahalli, Bangalore",3.7,7.0,4.6,4.0,https://www.zomato.com/bangalore/jack-jo-resto-marathahalli-bangalore,"37, Ganapa Nilaya, SGR Dental College Road, Maruthi Layout, Kasavanahalli Village, Marathahalli, Bangalore",9.18E+11,12.94765203,77.70521036
Pancharangi Cafe,"Fast Food, Beverages",200," Koramangala 1st Block, Bangalore",3.7,6.0,3.9,12.0,https://www.zomato.com/bangalore/pancharangi-cafe-koramangala-1st-block-bangalore,"277, 4th Main, Teachers Colony, Koramangala 1st Block, Bangalore",9.17E+11,12.9180811,77.63055995
Cheers Life,"Beverages, Juices",300," Varthur Main Road, Whitefield, Bangalore",3.7,4.0,4.2,0.0,https://www.zomato.com/bangalore/cheers-life-varthur-main-road-whitefield,"3rd Floor,Forum Neighborhood Mall, Varthur Main Road, Whitefield",9.18E+11,12.95973263,77.7478506
Flavours Of Champaran,"North Indian, Fast Food, Chinese",300," New BEL Road, Bangalore",3.7,5.0,3.9,3.0,https://www.zomato.com/bangalore/flavours-of-champaran-new-bel-road-bangalore,"11, 1st Main Road, Near Ganesh Temple, 1st Cross MSR Nagar, New BEL Road, Bangalore",9.16E+11,13.03246779,77.5667445
Zuma's Spice Corner,"North Indian, Chinese, Fast Food",400," Frazer Town, Bangalore",3.7,4.0,3.6,1.0,https://www.zomato.com/bangalore/zumas-spice-corner-frazer-town-bangalore,"4, 9th Cross, 5th Main, Jayamahal Extension, Jayamahal, Frazer Town, Bangalore",9.20E+11,13.0016405,77.59498414
Food Castle,"Biryani, Chinese, Fast Food, North Indian, Beverages, South Indian, Kebab, Desserts",550," Nagawara, Bangalore",3.7,6.0,4.1,16.0,https://www.zomato.com/bangalore/food-castle-1-nagawara-bangalore,"Nagawara Signal Ring Road, Hebbala Cirlce, Nagawara, Bangalore",9.20E+11,13.0412957,77.6222511
BBQ Garage,"BBQ, Rolls",400," Brookefield, Bangalore",3.7,6.0,3.9,0.0,https://www.zomato.com/bangalore/bbq-garage-brookefield-bangalore,"276, A Block, Ganga Sai, 60 Feet Road, AECS Layout, BBMP East, Brookefield, Bangalore",9.20E+11,12.9634025,77.71074425
Frisyken's,Fast Food,300," Hesaraghatta, Bangalore",3.7,4.0,3.6,0.0,https://www.zomato.com/bangalore/frisykens-hesaraghatta-bangalore,"13/7, Hesarghatta Main Road, Bhuvaneshwari Nagar, T Dasarahalli, Hesaraghatta, Bengaluru, Bengaluru",9.19E+11,13.0511362,77.50789851
Curry Flavours,"South Indian, North Indian, Chinese",400," Kadubeesanahalli, Bangalore",3.7,4.0,3.5,79.0,https://www.zomato.com/bangalore/curry-flavours-kadubeesanahalli-bangalore,"Fidelis Food Court, Cessna Business Park, Kadubeesanahalli, Bangalore",9.16E+11,12.93739466,77.6935761
Blends And Wraps,Fast Food,150," BTM, Bangalore",3.7,5.0,3.2,0.0,https://www.zomato.com/bangalore/blends-and-wraps-btm-bangalore,"19, Cross Cashier Layout, BTM, Bangalore",9.18E+11,12.92139,77.611545
Andhra Bites,Andhra,300," Electronic City, Bangalore",3.7,4.0,3.9,0.0,https://www.zomato.com/bangalore/andhra-bites-electronic-city-bangalore,"185, Chikkathogur Road, Pragathi Nagar, Near SLV Apartment, Electronic City, Bangalore",9.20E+11,12.86212568,77.65450907
Grace Hotel,South Indian,200," Bommasandra, Bangalore",3.7,4.0,3.8,0.0,https://www.zomato.com/bangalore/grace-hotel-bommasandra,"Near ITD Company, Old Chandapur, Bommasandra, Bangalore",9.17E+11,12.79789795,77.71757483
Viceroy's Sarathi,"North Indian, Chinese, Mughlai",750," Indiranagar, Bangalore",3.7,143.0,3.5,67.0,https://www.zomato.com/bangalore/viceroys-sarathi-indiranagar,"421, Krishna Temple Road, Off 100 Feet Road, Indiranagar, Bangalore",9.18E+11,12.97913378,77.64239553
Venadu Restaurant,Kerala,700," Electronic City, Bangalore",3.7,23.0,4.1,0.0,https://www.zomato.com/bangalore/venadu-restaurant-electronic-city-bangalore,"47, Bettadasanapura Village, Begur to Electronic City Road, Mylasandra, Near Christ Academy School, Electronic City, Bangalore",9.20E+11,12.83859,77.622529
Xian,"Chinese, Thai",800," Ulsoor, Bangalore",3.7,90.0,4.1,788.0,https://www.zomato.com/bangalore/xian-ulsoor-bangalore,"11, Haudin Road, Sivanchetty Garden, Ulsoor, Bangalore",9.18E+11,12.97763665,77.61896122
Hotel Fish Land,"South Indian, North Indian, Seafood",600," RT Nagar, Bangalore",3.7,42.0,3.2,851.0,https://www.zomato.com/bangalore/hotel-fish-land-rt-nagar-bangalore,"Near CBI Office, Ganga Nagar, RT Nagar, Bangalore",9.20E+11,13.02736463,77.58598734
The Farm House Bar n Grill,"North Indian, Continental",800," Whitefield, Bangalore",3.7,34.0,3.1,0.0,https://www.zomato.com/bangalore/the-farm-house-bar-n-grill-whitefield,"136, SAP Labs India, KIADB Export Promotion Industrial Area, Whitefield, Bangalore",9.20E+11,12.97751,77.713368
99 Variety Dosa & Pav Bhaji,"South Indian, Street Food",200," Kalyan Nagar, Bangalore",3.7,26.0,4.1,764.0,https://www.zomato.com/bangalore/99-variety-dosa-pav-bhaji-1-kalyan-nagar-bangalore,"43, Challkere Main Road, Challkere Village, Kalyan Nagar, Bangalore",9.16E+11,13.026086,77.636972
Gourmet,"North Indian, Chinese, Continental, South Indian",800," Electronic City, Bangalore",3.7,23.0,3.9,58.0,https://www.zomato.com/bangalore/gourmet-electronic-city,"E 39, Starlit Suites, Neotown, Phase 1, Electronic City, Bangalore",9.17E+11,12.821793,77.6592496
The SPR Cafe,"Chinese, Continental, Italian, Fast Food, Beverages",500," Rajarajeshwari Nagar, Bangalore",3.7,30.0,3.2,33.0,https://www.zomato.com/bangalore/the-spr-cafe-rajarajeshwari-nagar-bangalore,"11, SPR Nisarga Enclave, BEML Layout 5, Rajarajeshwari Nagar, Bangalore",9.20E+11,12.91983073,77.51392644
DIBL Bistro,"Desserts, Beverages, Sandwich",400," Nagarbhavi, Bangalore",3.7,7.0,3.6,85.0,https://www.zomato.com/bangalore/dibl-bistro-nagarbhavi-bangalore,"3/1, Ground Floor, M.N Complex, Gnana Bharathi Main Road, Chandra Layout, Nagarbhavi, Bangalore",9.18E+11,12.95714324,77.51859784
Boss N Dine,"North Indian, Chinese, Seafood, Afghan",650," Nagarbhavi, Bangalore",3.7,76.0,3.8,1256.0,https://www.zomato.com/bangalore/boss-n-dine-nagarbhavi-bangalore,"20, Gnana Bharathi Main Road, Nagarbhavi, Bangalore",9.20E+11,12.95683741,77.51860086
Hotel Empark,"South Indian, North Indian, Chinese, Mughlai, Beverages",800," Wilson Garden, Bangalore",3.7,39.0,3.8,383.0,https://www.zomato.com/bangalore/hotel-empark-wilson-garden,"2, Arekempenahalli, Near Brand Factory, Wilson Garden, Bangalore",9.19E+11,12.94539276,77.59528086
Shaan-E-Panjab,"North Indian, Biryani, Fast Food, Beverages",650," Sarjapur Road, Bangalore",3.7,11.0,3.4,158.0,https://www.zomato.com/bangalore/shaan-e-panjab-sarjapur-road-bangalore,"Shop 4, Kaikondrahalli, Near Srinivasa Signature Appartment, Sarjapur Road, Bangalore",9.20E+11,12.9201012,77.6759124
Donne Biriyani House,"Biryani, South Indian",400," BTM, Bangalore",3.7,11.0,3.5,78.0,https://www.zomato.com/bangalore/donne-biriyani-house-1-btm-bangalore,"# 1, Maruthi Nagar Main Road, BTM Layout 1st Stage, Near Gangotri Circle, Bangalore",9.20E+11,12.91983,77.613
Silver Owl Resto Bar,"Chinese, North Indian",700," Hebbal, Bangalore",3.7,12.0,3.9,5.0,https://www.zomato.com/bangalore/silver-owl-resto-bar-hebbal-bangalore,"Near Axis Bank, Rajeshwarinagar New Colony, Kempapura, Hebbal, Bangalore",9.19E+11,13.04974416,77.59731263
The Grill House,"Chinese, Momos, Rolls, Kebab, Fast Food",300," BTM, Bangalore",3.7,9.0,3.5,64.0,https://www.zomato.com/bangalore/the-grill-house-1-btm-bangalore,"240, 7th Cross Road, Opposite SBI Bank, Mico Layout, Stage 2, BTM, Bangalore",9.20E+11,12.9136198,77.60409766
Kattappa,"North Indian, Chinese, Beverages",600," BTM, Bangalore",3.7,9.0,4.1,20.0,https://www.zomato.com/bangalore/kattappa-btm-bangalore,"5, 1st Floor, 2nd Stage, BTM, Bangalore",9.19E+11,12.9163744,77.6056012
